date,price,ticker,Return,outlier_iqr,outlier_z,LogReturn,CumReturn,Return_Lag1,Return_Lag2,Return_Lag5,MA_5,MA_10,MA_20,Volatility_5,Volatility_20,BB_Mid,BB_Upper,BB_Lower,RSI_14
2025-02-24,98.74273681640624,STX,-0.0076351107595967,False,False,,-0.007635110759596664,,,,,,,,,,,,
2025-02-25,98.38754272460938,STX,-0.0035971667714383,False,False,-0.003603652133118605,-0.011204812764314287,-0.0076351107595967,,,,,,,,,,,
2025-02-26,98.93019104003906,STX,0.0055154168952931,False,False,0.005500262679206221,-0.005751195082650096,-0.0035971667714383,-0.0076351107595967,,,,,,,,,,
2025-02-27,99.3248519897461,STX,0.0039892872495039,False,False,0.003981351142396691,-0.0017848510023587005,0.0055154168952931,-0.0035971667714383,,,,,,,,,,
2025-02-28,100.54828643798828,STX,0.0123175058782718,False,False,0.012242262645296929,0.010510669963199826,0.0039892872495039,0.0055154168952931,,99.18672180175781,,,0.007855895531460462,,,,,
2025-03-03,98.7229995727539,STX,-0.0181533363709792,False,False,-0.018320129837176367,-0.007833470135105602,0.0123175058782718,0.0039892872495039,-0.0076351107595967,99.18277435302734,,,0.011624729987760027,,,,,
2025-03-05,91.19495391845705,STX,-0.0175382633141997,False,False,-0.07931837863849255,-0.025234347987411976,-0.0181533363709792,0.0123175058782718,-0.0035971667714383,97.74425659179687,,,0.014113092280799319,,,,,
2025-03-07,86.82414245605469,STX,0.0156970437970505,False,False,-0.04911484382056154,-0.009933408855909875,-0.0175382633141997,-0.0181533363709792,0.0055154168952931,95.323046875,,,0.016189865120096174,,,,,
2025-03-10,85.2553939819336,STX,-0.0180681136576166,False,False,-0.0182333352101372,-0.027822044553310388,0.0156970437970505,-0.0175382633141997,0.0039892872495039,92.5091552734375,,,0.01752959267350112,,,,,
2025-03-11,85.80791473388672,STX,0.0064807717863599,False,False,0.00645986187782773,-0.021521581088330355,-0.0180681136576166,0.0156970437970505,0.0123175058782718,89.56108093261719,94.3739013671875,,0.016221169550291528,,,,,
2025-03-12,85.57112121582031,STX,-0.0027595766521161,False,False,-0.002763391303263316,-0.02422176728775849,0.0064807717863599,-0.0180681136576166,-0.0181533363709792,86.93070526123047,93.0567398071289,,0.014812571508614394,,,,,
2025-03-13,84.4759521484375,STX,-0.0127983489268612,False,False,-0.012880953351518103,-0.03671011758524567,-0.0027595766521161,0.0064807717863599,-0.0175382633141997,85.58690490722657,91.66558074951172,,0.013784547069525742,,,,,
