date,price,ticker
2025-02-21,0.3601058350376386,STX
2025-02-24,0.3518937479954703,STX
2025-02-25,0.34805428783564246,STX
2025-02-26,0.35392002895016955,STX
2025-02-27,0.3581861049577248,STX
2025-02-28,0.37141078388868304,STX
2025-03-03,0.3516803988367481,STX
2025-03-04,0.2879035150490328,STX
2025-03-05,0.27030620923573434,STX
2025-03-06,0.20855568887243525,STX
2025-03-07,0.22306005040714064,STX
2025-03-10,0.20610270960029153,STX
2025-03-11,0.21207516652903846,STX
2025-03-12,0.20951555391239227,STX
2025-03-13,0.19767735586911825,STX
2025-03-14,0.22199363449239848,STX
2025-03-17,0.2498293907722819,STX
2025-03-18,0.22988573903134205,STX
2025-03-19,0.24074568128769536,STX
2025-03-20,0.2348317778582499,STX
2025-03-21,0.23364907964207812,STX
2025-03-24,0.23924027906762707,STX
2025-03-25,0.230315818607197,STX
2025-03-26,0.22676755901924703,STX
2025-03-27,0.22536977978028913,STX
2025-03-28,0.1976286162661786,STX
2025-03-31,0.19795115533064048,STX
2025-04-01,0.19354273659098065,STX
2025-04-02,0.20407997484343743,STX
2025-04-03,0.05365430327397355,STX
2025-04-04,0.0020429398375989834,STX
2025-04-07,0.022795042217485344,STX
2025-04-08,0.0,STX
2025-04-09,0.08333086611429,STX
2025-04-10,0.034407520644438166,STX
2025-04-11,0.03881610432353266,STX
2025-04-14,0.06591202476928477,STX
2025-04-15,0.0587079650819918,STX
2025-04-16,0.06752488503102883,STX
2025-04-17,0.09935192822033731,STX
2025-04-21,0.07946006746187817,STX
2025-04-22,0.0948359689692844,STX
2025-04-23,0.12418982780570431,STX
2025-04-24,0.17741413397354025,STX
2025-04-25,0.17375833387419723,STX
2025-04-28,0.16795213589557947,STX
2025-04-29,0.16193069195474094,STX
2025-04-30,0.2633256424823946,STX
2025-05-01,0.25235824218436553,STX
2025-05-02,0.2852604430784527,STX
2025-05-05,0.29074418446232575,STX
2025-05-06,0.2941849860086001,STX
2025-05-07,0.3108511262435712,STX
2025-05-08,0.3199906677267875,STX
2025-05-09,0.3136467671912043,STX
2025-05-12,0.38074149017666087,STX
2025-05-13,0.4185898948370906,STX
2025-05-14,0.4155792553363886,STX
2025-05-15,0.4396645362814389,STX
2025-05-16,0.4435354174035681,STX
2025-05-19,0.4569759195847683,STX
2025-05-20,0.43471849745453095,STX
2025-05-21,0.40740741351627535,STX
2025-05-22,0.4550404377888452,STX
2025-05-23,0.4967596411016866,STX
2025-05-27,0.5431024266466914,STX
2025-05-28,0.5462205241890691,STX
2025-05-29,0.5548224455850372,STX
2025-05-30,0.5526720477057626,STX
2025-06-02,0.5656823878413908,STX
2025-06-03,0.6095520715032242,STX
2025-06-04,0.6569700147530078,STX
2025-06-05,0.6576151753516488,STX
2025-06-06,0.6497659550657148,STX
2025-06-09,0.684173475710153,STX
2025-06-10,0.6607333553637438,STX
2025-06-11,0.6446047527463035,STX
2025-06-12,0.6400887934952505,STX
2025-06-13,0.6529915931194855,STX
2025-06-16,0.693528015746438,STX
2025-06-17,0.6917001569316251,STX
2025-06-18,0.6963237391637884,STX
2025-06-20,0.6926680215341627,STX
2025-06-23,0.7154629812819308,STX
2025-06-24,0.7501931234605481,STX
2025-06-25,0.7820810293012431,STX
2025-06-26,0.8053214904620061,STX
2025-06-27,0.8134285935540184,STX
2025-06-30,0.8446679575376621,STX
2025-07-01,0.852342589432017,STX
2025-07-02,0.9269280368421916,STX
2025-07-03,0.8999043598688171,STX
2025-07-07,0.8885543825521128,STX
2025-07-08,0.8461812768505936,STX
2025-07-09,0.8195899061354418,STX
2025-07-10,0.8465055477791193,STX
2025-07-11,0.8754748503236482,STX
2025-07-14,0.8960129437870737,STX
2025-07-15,0.895688672858548,STX
2025-07-16,0.8748263084665968,STX
2025-07-17,0.8705025861266308,STX
2025-07-18,0.8959049084573767,STX
2025-07-21,0.9019581857091031,STX
2025-07-22,0.8690973021433962,STX
2025-07-23,0.9357917171209524,STX
2025-07-24,0.9354674461924267,STX
2025-07-25,0.9155780595254874,STX
2025-07-28,0.9109300662569956,STX
2025-07-29,0.9349269396650723,STX
2025-07-30,0.8780691826912888,STX
2025-07-31,0.9817319679756893,STX
2025-08-01,0.9579511652270065,STX
2025-08-04,0.9579511652270065,STX
2025-08-05,0.9247661756722086,STX
2025-08-06,0.8764478280486601,STX
2025-08-07,0.8854197085965526,STX
2025-08-08,0.910821865987864,STX
2025-08-11,0.9242256691448542,STX
2025-08-12,0.9663825392475447,STX
2025-08-13,0.980759155190112,STX
2025-08-14,0.9678958585604762,STX
2025-08-15,0.9538435135464345,STX
2025-08-18,1.0,STX
2025-08-19,0.9916766613091589,STX
2025-08-20,0.9967571257753082,STX
