date,price,ticker,Return,outlier_iqr,outlier_z
2025-02-24,98.74273681640624,STX,-0.007635110759596775,False,False
2025-02-25,98.38754272460938,STX,-0.003597166771438398,False,False
2025-02-26,98.93019104003906,STX,0.005515416895293113,False,False
2025-02-27,99.3248519897461,STX,0.003989287249503981,False,False
2025-02-28,100.54828643798828,STX,0.01231750587827185,False,False
2025-03-03,98.7229995727539,STX,-0.018153336370979267,False,False
2025-03-05,91.19495391845705,STX,-0.01753826331419972,False,False
2025-03-07,86.82414245605469,STX,0.015697043797050503,False,False
2025-03-10,85.2553939819336,STX,-0.018068113657616625,False,False
2025-03-11,85.80791473388672,STX,0.006480771786359973,False,False
2025-03-12,85.57112121582031,STX,-0.0027595766521161247,False,False
2025-03-13,84.4759521484375,STX,-0.01279834892686127,False,False
2025-03-14,86.7254867553711,STX,0.02662928975314549,False,False
2025-03-17,89.30061340332031,STX,0.02969284744648304,False,False
2025-03-18,87.45559692382812,STX,-0.02066073691072301,False,False
2025-03-19,88.46026611328125,STX,0.01148776321689482,False,False
2025-03-20,87.91316223144531,STX,-0.006184741532829219,False,False
2025-03-21,87.80374908447266,STX,-0.0012445593378225261,False,False
2025-03-24,88.32099914550781,STX,0.005890979217043846,False,False
2025-03-25,87.4953842163086,STX,-0.00934788937157549,False,False
2025-03-26,87.16712951660156,STX,-0.003751680190300255,False,False
2025-03-27,87.0378189086914,STX,-0.0014834790204434345,False,False
2025-03-28,84.47144317626953,STX,-0.029485754176746704,False,False
2025-03-31,84.50128173828125,STX,0.0003532384542010991,False,False
2025-04-01,84.09345245361328,STX,-0.004826308859208872,False,False
2025-04-02,85.06826782226562,STX,0.011592048372494501,False,False
2025-04-07,68.29733276367188,STX,0.0289225520919838,False,False
2025-04-08,66.18852996826172,STX,-0.030876795770446996,False,False
2025-04-11,69.77946472167969,STX,0.005879126686233249,False,False
2025-04-14,72.28614807128906,STX,0.03592293749468345,False,False
2025-04-15,71.61968994140625,STX,-0.009219721172935458,False,False
2025-04-16,72.43535614013672,STX,0.011388854090233824,False,False
2025-04-17,75.37972259521484,STX,0.04064819463828995,False,False
2025-04-21,73.53949737548828,STX,-0.024412735366624694,False,False
2025-04-22,74.96194458007812,STX,0.019342628864145173,False,False
2025-04-23,77.6775131225586,STX,0.036225961822262454,False,False
2025-04-25,82.26316833496094,STX,-0.004094404523176776,False,False
2025-04-28,81.72602844238281,STX,-0.006529530814944895,False,False
2025-04-29,81.16897583007812,STX,-0.0068160979179039405,False,False
2025-05-01,89.53456115722656,STX,-0.011205075367396011,False,False
2025-05-02,92.5783920288086,STX,0.033996155587750376,False,False
2025-05-05,93.08570098876952,STX,0.005479777179571821,False,False
2025-05-06,93.40401458740234,STX,0.0034195756732950944,False,False
2025-05-07,94.9458236694336,STX,0.016506882373760412,False,False
2025-05-08,95.79133605957033,STX,0.008905208859744107,False,False
2025-05-09,95.20445251464844,STX,-0.006126687120815655,False,False
2025-05-13,104.91289520263672,STX,0.03452677456247666,False,False
2025-05-14,104.6343765258789,STX,-0.002654761135128858,False,False
2025-05-15,106.86254119873048,STX,0.021294767043415153,False,False
2025-05-16,107.22064208984376,STX,0.003351042255745451,False,False
2025-05-19,108.46404266357422,STX,0.011596652934502849,False,False
2025-05-20,106.40497589111328,STX,-0.018983865269042166,False,False
2025-05-21,103.87838745117188,STX,-0.023745021497180052,False,False
2025-05-22,108.28498840332033,STX,0.04242076778694481,False,False
2025-05-23,112.14449310302734,STX,0.03564210290471492,False,False
2025-05-27,116.43173217773438,STX,0.03822959965379957,False,False
2025-05-28,116.7201919555664,STX,0.00247750138589109,False,False
2025-05-29,117.5159683227539,STX,0.00681781235838308,False,False
2025-05-30,117.31703186035156,STX,-0.0016928462169155667,False,False
2025-06-02,118.52063751220705,STX,0.010259428087885825,False,False
2025-06-03,122.57908630371094,STX,0.034242549455455684,False,False
2025-06-04,126.96578979492188,STX,0.035786720422618545,False,False
2025-06-05,127.02547454833984,STX,0.00047008531600822856,False,False
2025-06-06,126.29933166503906,STX,-0.005716513840099413,False,False
2025-06-09,129.482421875,STX,0.02520274785303589,False,False
2025-06-10,127.3139419555664,STX,-0.016747291933780883,False,False
2025-06-11,125.82186126708984,STX,-0.011719695938700148,False,False
2025-06-12,125.40408325195312,STX,-0.0033203929025487078,False,False
2025-06-13,126.59774017333984,STX,0.009518485287185685,False,False
2025-06-16,130.3478240966797,STX,0.029622044739544107,False,False
2025-06-17,130.17872619628906,STX,-0.0012972821108636623,False,False
2025-06-18,130.60646057128906,STX,0.0032857471224219115,False,False
2025-06-20,130.2682647705078,STX,-0.002589426275713569,False,False
2025-06-23,132.37705993652344,STX,0.01618809592444226,False,False
2025-06-24,135.58999633789062,STX,0.024271096539746573,False,False
2025-06-25,138.5399932861328,STX,0.021756744803582695,False,False
2025-06-26,140.69000244140625,STX,0.01551905052307112,False,False
2025-06-27,141.44000244140625,STX,0.005330869194577925,False,False
2025-06-30,144.3300018310547,STX,0.020432687639733826,False,False
2025-07-01,145.0399932861328,STX,0.004919222934045342,False,False
2025-07-02,151.94000244140625,STX,0.04757314861192241,False,False
2025-07-03,149.44000244140625,STX,-0.016453863102734223,False,False
2025-07-07,148.38999938964844,STX,-0.007026251569886788,False,False
2025-07-08,144.47000122070312,STX,-0.026416862221638193,False,False
2025-07-09,142.00999450683594,STX,-0.01702780295619366,False,False
2025-07-10,144.5,STX,0.017534015840301898,False,False
2025-07-11,147.17999267578125,STX,0.018546662116133206,False,False
