date,price,ticker,Return,outlier_iqr,outlier_z
2025-07-14,149.0800018310547,STX,0.01290942553217067,False,False
2025-07-15,149.0500030517578,STX,-0.00020122604593786342,False,False
2025-07-16,147.1199951171875,STX,-0.01294872791045909,False,False
2025-07-17,146.72000122070312,STX,-0.002718827554104797,False,False
2025-07-18,149.07000732421875,STX,0.016016944410875755,False,False
2025-07-21,149.6300048828125,STX,0.003756607842486881,False,False
2025-07-22,146.58999633789062,STX,-0.020316837838124435,False,False
2025-07-23,152.75999450683594,STX,0.042090172065516906,False,False
2025-07-24,152.72999572753906,STX,-0.00019637850468456897,False,False
2025-07-25,150.88999938964844,STX,-0.012047380274750163,False,False
2025-07-28,150.4600067138672,STX,-0.0028497095733354127,False,False
2025-07-29,152.67999267578125,STX,0.01475465813407717,False,False
2025-07-30,147.4199981689453,STX,-0.03445110531283313,False,False
2025-08-01,154.80999755859375,STX,-0.014011827432720558,False,False
2025-08-04,154.80999755859375,STX,0.0,False,False
2025-08-05,151.74000549316406,STX,-0.019830709345937003,False,False
2025-08-06,147.27000427246094,STX,-0.029458290884960436,False,False
2025-08-07,148.10000610351562,STX,0.005635919107594534,False,False
2025-08-08,150.4499969482422,STX,0.0158675945163973,False,False
2025-08-11,151.69000244140625,STX,0.008241977522875255,False,False
2025-08-12,155.58999633789062,STX,0.025710289628288807,False,False
2025-08-13,156.9199981689453,STX,0.00854811917448961,False,False
2025-08-14,155.72999572753906,STX,-0.007583497675835105,False,False
2025-08-15,154.42999267578125,STX,-0.008347801242043706,False,False
2025-08-18,158.6999969482422,STX,0.02765009696934717,False,False
2025-08-19,157.92999267578125,STX,-0.004851948880075008,False,False
2025-08-20,158.39999389648438,STX,0.002976009893624232,False,False
